"";"elokuva";"tukisumma";"tukityyppi";"lajityyppi";"hakija";"esittelija";"tukivuosi";"tukipvm"
"5123";"Verta vuotavat silimät";4000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Mononen Maria Katariina";"Marjo Valve";2014;2014-02-20
"5124";"PALUU";5000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Perkiömäki Erkki";"Marjo Valve";2014;2014-02-20
"5125";"Hiljaisuuden torni";5000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Ramezan Hamy";"Marjo Valve";2014;2014-02-20
"5126";"Armo";4000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Ronkainen Mika";"Marjo Valve";2014;2014-02-20
"5127";"Meren valtakunta";6000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Sallinen Artur";"Marjo Valve";2014;2014-02-20
"5128";"MURTUMA";5000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Soini Miika";"Marjo Valve";2014;2014-02-20
"5129";"Layla";6000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"El Aboudi Mohamed";"Hannu Tuomainen";2013;2013-11-14
"5130";"Samoilla silmillä";5000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Franzén Peter";"Hannu Tuomainen";2013;2013-11-14
"5131";"Kuolema Ehtoolehdossa";5000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Hardwick Neil";"Hannu Tuomainen";2013;2013-11-14
"5132";"KOHTALONOHJAAJA / FATE'S DIRECTOR";4000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Karra Petri";"Hannu Tuomainen";2013;2013-11-14
"5133";"Maailman paras kokki";6000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Kylmä Tarja";"Hannu Tuomainen";2013;2013-11-14
"5134";"NOKIA - made in Finland";5600;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Lalli Maarit";"Hannu Tuomainen";2013;2013-11-14
"5135";"Ystävyys";5000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Lehti Timo";"Hannu Tuomainen";2013;2013-11-14
"5136";"Näkemiin Neuvostoliitto";5000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Randla Lauri";"Hannu Tuomainen";2013;2013-11-14
"5137";"Pyromaani (työnimi)";2000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Viitala Marjo";"Hannu Tuomainen";2013;2013-11-14
"5138";"UTOPIA";6000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Bergman Karl Simon";"Marjo Valve";2013;2013-11-14
"5139";"Sopimus";5000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Forsström Jan";"Marjo Valve";2013;2013-11-14
"5140";"Rebekan kiusaus";4000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Halinen Simo";"Marjo Valve";2013;2013-11-14
"5141";"Revolution - Life and times of Danny Paprika";3000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Koivumäki Juhani";"Marjo Valve";2013;2013-11-14
"5142";"Jumalan kivet";5000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Pelkonen Milla";"Marjo Valve";2013;2013-11-14
"5143";"Armo";6000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Ronkainen Mika";"Marjo Valve";2013;2013-11-14
"5144";"Apaja";5000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Rosma Juha";"Marjo Valve";2013;2013-11-14
"5145";"Vihreä valhe";5000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Rönkkö Markku";"Marjo Valve";2013;2013-11-14
"5146";"SALI 6.";5000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Soinio Olli";"Marjo Valve";2013;2013-11-14
"5147";"Varkaus (Death is Sad Tonight)";5000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Soskolne Iddo";"Marjo Valve";2013;2013-11-14
"5148";"Jokaisella on syynsä";6000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Uotila Pekka";"Marjo Valve";2013;2013-11-14
"5149";"Telttaretki";4000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Virtanen Vesa";"Marjo Valve";2013;2013-11-14
"5150";"U-käännös";5000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Vuento Heikki";"Marjo Valve";2013;2013-11-14
"5151";"Hölmö nuori sydän";4000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Saari Kirsikka";"Marjo Valve";2013;2013-09-04
"5152";"Liinahamari";5000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Kaila Tuomas";"Hannu Tuomainen";2013;2013-09-03
"5153";"Muita hyviä ominaisuuksia";4000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Kinnunen Matti";"Hannu Tuomainen";2013;2013-09-03
"5154";"El Mundo";5000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Passi J-P";"Hannu Tuomainen";2013;2013-09-03
"5155";"Impaled Rektum";5000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Puranen Aleksi";"Hannu Tuomainen";2013;2013-09-03
"5156";"Parempi ihminen";5000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Toivoniemi Jenni";"Hannu Tuomainen";2013;2013-09-03
"5157";"Oppitunti (The Lesson)";6000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Forsten Petra";"Marjo Valve";2013;2013-09-03
"5158";"Rebekan kiusaus";6000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Halinen Simo";"Marjo Valve";2013;2013-09-03
"5159";"HETKEN TÄSSÄ";6000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Harno Tua";"Marjo Valve";2013;2013-09-03
"5160";"Kuranen koira";6000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Hänninen Veli-Pekka";"Marjo Valve";2013;2013-09-03
"5161";"Melusaasteen lyhyt ja onnellinen elämä";3000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Ilkare Ilkka";"Marjo Valve";2013;2013-09-03
"5162";"Other Girls";3000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Illi Esa";"Marjo Valve";2013;2013-09-03
"5163";"BUCHAREST-INTER 965";5000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Kuparinen Mikko";"Marjo Valve";2013;2013-09-03
"5164";"Saunatonttu Auterinen";3000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Mäkiaho Aki";"Marjo Valve";2013;2013-09-03
"5165";"Old Boys Blues";6000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Nassir Mazdak";"Marjo Valve";2013;2013-09-03
"5166";"Kummitus";4000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Parviainen Tuomas";"Marjo Valve";2013;2013-09-03
"5167";"Theon Talo";4000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Rinnekangas Rax (Reijo Olavi)";"Marjo Valve";2013;2013-09-03
"5168";"Prayer";2000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Tamminen Heli";"Marjo Valve";2013;2013-09-03
"5169";"Punainen kuin veri (työnimi)";5000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Tyhtilä Veera";"Marjo Valve";2013;2013-09-03
"5170";"TEEBUSSI";6400;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Koskimies Elias";"Jukka Asikainen";2013;2013-06-10
"5171";"Hymy";5000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Blasim Hassan";"Hannu Tuomainen";2013;2013-05-14
"5172";"Nuotin vierestä";5000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Hartikainen Johanna";"Hannu Tuomainen";2013;2013-05-14
"5173";"Kristallipoika";6000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Mäkelä Taru";"Hannu Tuomainen";2013;2013-05-14
"5174";"Masennuskomedia";4000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Saari Kirsikka";"Hannu Tuomainen";2013;2013-05-14
"5175";"The White point";4000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Virtanen Vesa";"Hannu Tuomainen";2013;2013-05-14
"5176";"Kiitos Muistamisesta";6000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Hakulinen Daniela";"Marjo Valve";2013;2013-05-14
"5177";"Kaiken se kestää";4000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Hänninen Veli-Pekka";"Marjo Valve";2013;2013-05-14
"5178";"EI-KUORI";6000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Ijäs Jan";"Marjo Valve";2013;2013-05-14
"5179";"Panoramic";5000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Kerimaa Ville-Veikko";"Marjo Valve";2013;2013-05-14
"5180";"Letters from Finland";6000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Khadar Ahmed";"Marjo Valve";2013;2013-05-14
"5181";"Sankari";4000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Lehtosaari Pekka";"Marjo Valve";2013;2013-05-14
"5182";"Nyrkkeilijä (työnimi)";5000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Myllylahti Mikko";"Marjo Valve";2013;2013-05-14
"5183";"Unelmien Mies";5000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Royle Kati";"Marjo Valve";2013;2013-05-14
"5184";"Talviomenat";5000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Tamminen Heli";"Marjo Valve";2013;2013-05-14
"5185";"Miehet Marsista";6000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Valkonen Olli";"Marjo Valve";2013;2013-05-14
"5186";"Henkesi edestä";4000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Hartikainen Johanna";"Hannu Tuomainen";2013;2013-04-11
"5187";"Syrjäkylän Sheriffit";5000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Hiltunen Jussi";"Hannu Tuomainen";2013;2013-04-11
"5188";"Muita hyviä ominaisuuksia";6000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Kinnunen Matti";"Hannu Tuomainen";2013;2013-04-11
"5189";"Mielensäpahoittaja ja miniä";5000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Kyrö Tuomas";"Hannu Tuomainen";2013;2013-04-11
"5190";"Näkemiin Neuvostoliitto";3000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Randla Lauri";"Hannu Tuomainen";2013;2013-04-11
"5191";"Avioliittoleiri";6000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Dome Karukoski";"Marjo Valve";2013;2013-04-11
"5192";"Syysprinssi";2000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Haapasalo Alli";"Marjo Valve";2013;2013-04-11
"5193";"Kriminaali";5000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Jokinen Antti";"Marjo Valve";2013;2013-04-11
"5194";"BUCHAREST-INTER 965";5000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Kuparinen Mikko";"Marjo Valve";2013;2013-04-11
"5195";"Domino";4000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Lindfors Kauko";"Marjo Valve";2013;2013-04-11
"5196";"Koordinaattori";2000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Mustanoja Juha Tapio";"Marjo Valve";2013;2013-04-11
"5197";"Viimeinen";2000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Ounpuu Veiko";"Marjo Valve";2013;2013-04-11
"5198";"Oman onnensa sepät";6000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Pohjola Mike";"Marjo Valve";2013;2013-04-11
"5199";"Sieluton";5000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Putro Eeva";"Marjo Valve";2013;2013-04-11
"5200";"Noottikriisi";5000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Räntilä Kimmo";"Marjo Valve";2013;2013-04-11
"5201";"Housekeeping";5000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Tuuri Jarkko";"Marjo Valve";2013;2013-04-11
"5202";"Trois carrés rouges sur fond noir (Framed)";5000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Idström Tove";"Hannu Tuomainen";2013;2013-02-28
"5203";"Muotokuvan vangit";4000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Kohtamäki Kimmo";"Hannu Tuomainen";2013;2013-02-28
"5204";"Vieras vuoteessani";2000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Maikkula Merja (Melli)";"Hannu Tuomainen";2013;2013-02-28
"5205";"Kaivos";10000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Pesonen Pekko";"Hannu Tuomainen";2013;2013-02-28
"5206";"Impaled Rektum";5000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Puranen Aleksi";"Hannu Tuomainen";2013;2013-02-28
"5207";"Luminainen";5000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Salonen Hannu";"Hannu Tuomainen";2013;2013-02-28
"5208";"Rauhanturvaajat";5000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Siitonen Juha";"Hannu Tuomainen";2013;2013-02-28
"5209";"Pyromaani (työnimi)";5000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Viitala Marjo";"Hannu Tuomainen";2013;2013-02-28
"5210";"Silta yli synkän virran (työnimi)";5000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Vuorinen Hanna";"Hannu Tuomainen";2013;2013-02-28
"5211";"Tähdet, tähdet";6000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Bergroth Zaida";"Marjo Valve";2013;2013-02-28
"5212";"Sukupuutto";4000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Feodoroff Päivi Pauliina";"Marjo Valve";2013;2013-02-28
"5213";"The Girl Who Did Not Star in Her Own Life";4000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Koski Jenni";"Marjo Valve";2013;2013-02-28
"5214";"Suunnaton rakkaus";3000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Mäkiaho Aki";"Marjo Valve";2013;2013-02-28
"5215";"Viiskulma";2000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Paljakka Kari";"Marjo Valve";2013;2013-02-28
"5216";"Jumalan kivet";5000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Pelkonen Milla";"Marjo Valve";2013;2013-02-28
"5217";"Meren valtakunta";4000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Sallinen Artur";"Marjo Valve";2013;2013-02-28
"5218";"Silmäterä";4000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Virtanen Jarkko Olavi";"Marjo Valve";2013;2013-02-28
"5219";"LYKANTROPIA";4000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Tommila Jorma";"Jukka Asikainen";2013;2013-01-28
"5220";"APINAENKELI";6400;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Laaksonen Sussu";"Jukka Asikainen";2012;2012-12-28
"5221";"Ichi";6400;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Juurikkala Kaija";"Jukka Asikainen";2012;2012-12-10
"5222";"KOTIROUVA";3000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Aalto Reetta";"Jukka Asikainen";2012;2012-11-30
"5223";"Sopimus (työnimi)";5000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Forsström Jan";"Jukka Asikainen";2012;2012-11-30
"5224";"Sinisten silmien takana";4000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Halinen Simo";"Jukka Asikainen";2012;2012-11-30
"5225";"Mustalaistango";4000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Lappalainen Maria";"Jukka Asikainen";2012;2012-11-30
"5226";"Nineteen";5000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Reini Antti";"Jukka Asikainen";2012;2012-11-30
"5227";"The White point";6000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Virtanen Vesa";"Jukka Asikainen";2012;2012-11-30
"5228";"Luopio";4000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Väisänen Jyrki";"Jukka Asikainen";2012;2012-11-30
"5229";"Sikatyttö";3000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Ahti Ilona";"Kaisu Isto";2012;2012-11-30
"5230";"Henkesi edestä";6000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Hartikainen Johanna";"Kaisu Isto";2012;2012-11-30
"5231";"Vävypoika";3000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Kaján Jaakko";"Kaisu Isto";2012;2012-11-30
"5232";"Naura tai kuole";2000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Kujanpää Heikki";"Kaisu Isto";2012;2012-11-30
"5233";"Salametsästäjä";5000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Lehti Timo";"Kaisu Isto";2012;2012-11-30
"5234";"Suomi konepistooli";3000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Nissinen Jari";"Kaisu Isto";2012;2012-11-30
"5235";"The Talented One";3000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Ylinen Tapio";"Kaisu Isto";2012;2012-11-30
"5236";"Jarkko ja Laura";3000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Ylönen Mia";"Kaisu Isto";2012;2012-11-30
"5237";"RUNOILIJAN KUOLEMA";8000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Saari Mauno";"Jukka Asikainen";2012;2012-11-19
"5238";"THE UNGRATEFUL DEAD";2400;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Roberts Mark";"Kaisu Isto";2012;2012-11-12
"5239";"Revolution - Life and times of Danny Paprika";6000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Koivumäki Juhani";"Jukka Asikainen";2012;2012-10-30
"5240";"Sankari";6000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Lehtosaari Pekka";"Jukka Asikainen";2012;2012-10-30
"5241";"Otepää (työnimi)";4000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Marjamaa Veera";"Jukka Asikainen";2012;2012-10-30
"5242";"Pyromaani (työnimi)";3000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Viitala Marjo";"Jukka Asikainen";2012;2012-10-30
"5243";"Kaikki rakkauden värit";6000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Pelo Riikka";"Kaisu Isto";2012;2012-10-30
"5244";"Meidän maailma";2000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Tola Pamela";"Kaisu Isto";2012;2012-10-30
"5245";"Haavoitettu leijona(työnimi)";4000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Yläkangas Jani-Petteri";"Kaisu Isto";2012;2012-10-30
"5246";"YSTÄVIEN KESKEN";4000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Westerberg Paavo";"Kaisu Isto";2012;2012-10-08
"5247";"Kummeli Viimestä päivää";6000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Kahilainen Timo";"Jukka Asikainen";2012;2012-10-08
